"","형상  														 REPO1","파일명","유형","라인 수","파일 크기(Byte)","파일CheckSum","코딩 규칙CheckSum","취약점CheckSum","보안성CheckSum","동적CheckSum","상태"
"","REPO1","\Tetris\Tetris.DesktopUI\obj\Debug\TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\obj\Debug\TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\obj\Debug\Tetris.DesktopUI.csproj.AssemblyReference.cache","신규","37","6349","dcfab77a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\obj\Debug\Tetris.DesktopUI.csproj.CoreCompileInputs.cache","신규","2","41","76474a9b","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\obj\Debug\Tetris.DesktopUI.csproj.FileListAbsolute.txt","신규","39","4148","deaab8ee","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\obj\Debug\Tetris.DesktopUI.csproj.GenerateResource.Cache","신규","9","954","1d706cb1","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\obj\Debug\Tetris.DesktopUI.csprojAssemblyReference.cache","신규","392","38791","185607c9","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\obj\Debug\Tetris.DesktopUI.csprojResolveAssemblyReference.cache","신규","109","9611","b51ec1d8","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\obj\Debug\Tetris.DesktopUI.exe","신규","53","8704","d173f562","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\obj\Debug\Tetris.DesktopUI.pdb","신규","21","22016","c6c462c4","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\obj\Debug\Tetris.DesktopUI.Properties.Resources.resources","신규","1","180","20435c3e","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\Program.cs","신규","25","558","e88602de","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\Properties\AssemblyInfo.cs","신규","37","1426","3d184a9f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\Properties\Resources.Designer.cs","신규","72","2791","1524609d","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\Properties\Resources.resx","신규","117","5496","167a9b05","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\Properties\Settings.Designer.cs","신규","31","1073","cd61979f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\Properties\Settings.settings","신규","8","242","8a39b868","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\Tetris.DesktopUI.csproj","신규","99","4145","4e6080d6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.DesktopUI\Tetris.DesktopUI.csproj_backup","신규","85","3611","6e611e3a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\.cs_wrapper\48ffc29d-77fe-4734-a7b0-c8fb03304056.cmd","신규","6","301","83e2a1c7","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\.editorconfig","신규","387","16471","ed937674","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\11160_csc.cslog","신규","10","263","81ee63c0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\24212_3F2BD1B471A5107F8B5D830F82F1909C.cscvd","신규","1","849","06f94aa7","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\24212_450FBA6FEC961373FE54E6DC52169AB8.cscvd","신규","1","281","20d54f9c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\24212_75DE7C282E8701D35CECFF1685C6BA95.cscvd","신규","1","1226","ad5ffd83","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\24212_7C0300EDBD2CD51936288C47854BD548.cscvd","신규","1","1095","f870a47c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\24212_AF57E22C37693E1021FD2EA56E577A06.cscvd","신규","2","1455","293426da","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\24212_CB58CFBB3A785ABAA1C985408B5E9E27.cscvd","신규","2","3769","2653f796","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\24212_csc.cslog","신규","24","2195","287c2ad6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\27392_csc.cslog","신규","8","205","36a8c5e5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30408_3F2BD1B471A5107F8B5D830F82F1909C.cscvd","신규","1","849","06f94aa7","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30408_450FBA6FEC961373FE54E6DC52169AB8.cscvd","신규","1","281","20d54f9c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30408_75DE7C282E8701D35CECFF1685C6BA95.cscvd","신규","1","1226","ad5ffd83","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30408_7C0300EDBD2CD51936288C47854BD548.cscvd","신규","1","1095","56dd3ece","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30408_AF57E22C37693E1021FD2EA56E577A06.cscvd","신규","2","1455","293426da","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30408_CB58CFBB3A785ABAA1C985408B5E9E27.cscvd","신규","2","3769","2653f796","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30408_csc.cslog","신규","24","2195","287c2ad6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30696_3F2BD1B471A5107F8B5D830F82F1909C.cscvd","신규","1","849","06f94aa7","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30696_450FBA6FEC961373FE54E6DC52169AB8.cscvd","신규","1","281","20d54f9c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30696_75DE7C282E8701D35CECFF1685C6BA95.cscvd","신규","1","1226","ad5ffd83","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30696_7C0300EDBD2CD51936288C47854BD548.cscvd","신규","1","1095","56dd3ece","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30696_AF57E22C37693E1021FD2EA56E577A06.cscvd","신규","2","1455","f5191e9a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30696_CB58CFBB3A785ABAA1C985408B5E9E27.cscvd","신규","2","3769","67846077","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\30696_csc.cslog","신규","24","2195","287c2ad6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\31756_csc.cslog","신규","10","263","81ee63c0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\32672_csc.cslog","신규","8","205","36a8c5e5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\3588_csc.cslog","신규","8","205","36a8c5e5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\54732_csc.cslog","신규","10","263","840cae46","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\6116_csc.cslog","신규","11","302","633ec046","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\7488_csc.cslog","신규","8","205","36a8c5e5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\bin\Debug\CoverCSharpLibrary.dll","신규","415","21504","536da584","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\bin\Debug\CoverCSharpLibrary.pdb","신규","169","77312","ccc6d168","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\bin\Debug\CoverCSharpLibrary.xml","신규","15","306","0cac5805","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\bin\Debug\ko\Microsoft.VisualStudio.QualityTools.UnitTestFramework.resources.dll","신규","230","35816","2064f4ff","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\bin\Debug\Microsoft.VisualStudio.QualityTools.UnitTestFramework.dll","신규","1374","98448","d178a3bb","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\bin\Debug\Tetris.GameEngine.dll","신규","155","14848","acd751fd","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\bin\Debug\Tetris.GameEngine.pdb","신규","118","40448","66d79a0a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\bin\Debug\Tetris.GameEngine.Test.dll","신규","430","14848","4b2ffb5d","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\bin\Debug\Tetris.GameEngine.Test.pdb","신규","219","42496","6d2c317e","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\BoardTest.cs","신규","229","6895","00b0ea84","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\GameTest.cs","신규","202","5567","ac3c1a91","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\obj\Debug\.NETFramework,Version=v4.5.AssemblyAttributes.cs","신규","5","206","c4446e45","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache","신규","7","6413","ee360ef4","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\obj\Debug\TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\obj\Debug\TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\obj\Debug\TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\obj\Debug\Tetris.GameEngine.Test.csproj.AssemblyReference.cache","신규","19","3588","1c83e4e3","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\obj\Debug\Tetris.GameEngine.Test.csproj.CoreCompileInputs.cache","신규","2","41","e852acdd","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\obj\Debug\Tetris.GameEngine.Test.csproj.FileListAbsolute.txt","신규","40","4692","90802140","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\obj\Debug\Tetris.GameEngine.Test.csprojAssemblyReference.cache","신규","290","36096","405631ef","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\obj\Debug\Tetris.GameEngine.Test.csprojResolveAssemblyReference.cache","신규","175","19711","13e5cdb4","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\obj\Debug\Tetris.GameEngine.Test.dll","신규","430","14848","4b2ffb5d","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\obj\Debug\Tetris.GameEngine.Test.pdb","신규","219","42496","6d2c317e","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\PieceFactoryTest.cs","신규","52","1413","26481dc5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\PieceTest.cs","신규","116","3523","4a7bc93c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\Properties\AssemblyInfo.cs","신규","37","1438","d656f5b2","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\Tetris.GameEngine.Test.csproj","신규","106","5180","0ff5361c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine.Test\Tetris.GameEngine.Test.csproj_backup","신규","92","4646","19bb2057","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\.cs_wrapper\75724ff8-ed2d-4677-b649-a7f4737b8a1e.cmd","신규","6","291","5ed35339","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\.editorconfig","신규","387","16471","ed937674","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\10292_3F2BD1B471A5107F8B5D830F82F1909C.cscvd","신규","1","849","304173c4","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\10292_450FBA6FEC961373FE54E6DC52169AB8.cscvd","신규","1","281","20d54f9c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\10292_75DE7C282E8701D35CECFF1685C6BA95.cscvd","신규","1","1226","cbfa9217","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\10292_7C0300EDBD2CD51936288C47854BD548.cscvd","신규","1","1095","f870a47c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\10292_AF57E22C37693E1021FD2EA56E577A06.cscvd","신규","2","1455","293426da","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\10292_CB58CFBB3A785ABAA1C985408B5E9E27.cscvd","신규","2","3769","2653f796","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\10292_csc.cslog","신규","24","2195","287c2ad6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\12104_csc.cslog","신규","10","263","81ee63c0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\1636_csc.cslog","신규","10","263","81ee63c0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\26256_csc.cslog","신규","10","263","81ee63c0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\26264_csc.cslog","신규","10","263","81ee63c0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\27168_csc.cslog","신규","10","263","840cae46","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\28728_csc.cslog","신규","10","263","840cae46","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\29172_csc.cslog","신규","11","302","633ec046","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\29196_3F2BD1B471A5107F8B5D830F82F1909C.cscvd","신규","1","849","304173c4","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\29196_450FBA6FEC961373FE54E6DC52169AB8.cscvd","신규","1","281","20d54f9c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\29196_75DE7C282E8701D35CECFF1685C6BA95.cscvd","신규","1","1226","cbfa9217","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\29196_7C0300EDBD2CD51936288C47854BD548.cscvd","신규","1","1095","56dd3ece","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\29196_AF57E22C37693E1021FD2EA56E577A06.cscvd","신규","2","1455","293426da","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\29196_CB58CFBB3A785ABAA1C985408B5E9E27.cscvd","신규","2","3769","2653f796","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\29196_csc.cslog","신규","24","2195","287c2ad6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\31228_3F2BD1B471A5107F8B5D830F82F1909C.cscvd","신규","1","849","304173c4","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\31228_450FBA6FEC961373FE54E6DC52169AB8.cscvd","신규","1","281","20d54f9c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\31228_75DE7C282E8701D35CECFF1685C6BA95.cscvd","신규","1","1226","cbfa9217","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\31228_7C0300EDBD2CD51936288C47854BD548.cscvd","신규","1","1095","56dd3ece","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\31228_AF57E22C37693E1021FD2EA56E577A06.cscvd","신규","2","1455","f5191e9a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\31228_CB58CFBB3A785ABAA1C985408B5E9E27.cscvd","신규","2","3769","67846077","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\31228_csc.cslog","신규","24","2195","287c2ad6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\72800_csc.cslog","신규","8","205","36a8c5e5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\80588_csc.cslog","신규","8","205","36a8c5e5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\bin\Debug\CoverCSharpLibrary.dll","신규","415","21504","536da584","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\bin\Debug\CoverCSharpLibrary.pdb","신규","169","77312","ccc6d168","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\bin\Debug\CoverCSharpLibrary.xml","신규","15","306","0cac5805","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\bin\Debug\Tetris.GameEngine.dll","신규","155","14848","acd751fd","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\bin\Debug\Tetris.GameEngine.pdb","신규","118","40448","66d79a0a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\Board.cs","신규","210","5322","e1ac613d","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\Game.cs","신규","287","6855","330712d6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\Interfaces\IMode.cs","신규","15","286","de5433af","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\Interfaces\IMovable.cs","신규","14","228","7d3f3d71","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\obj\Debug\.NETFramework,Version=v4.5.AssemblyAttributes.cs","신규","5","206","c4446e45","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache","신규","7","6629","7564319a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\obj\Debug\TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\obj\Debug\TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\obj\Debug\TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\obj\Debug\Tetris.GameEngine.csproj.AssemblyReference.cache","신규","22","4404","cfa57801","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\obj\Debug\Tetris.GameEngine.csproj.CoreCompileInputs.cache","신규","2","41","bc8376c2","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\obj\Debug\Tetris.GameEngine.csproj.FileListAbsolute.txt","신규","36","3616","ed55cf93","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\obj\Debug\Tetris.GameEngine.csprojAssemblyReference.cache","신규","242","31544","1e31d23b","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\obj\Debug\Tetris.GameEngine.csprojResolveAssemblyReference.cache","신규","96","9157","d9d4aaab","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\obj\Debug\Tetris.GameEngine.dll","신규","155","14848","acd751fd","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\obj\Debug\Tetris.GameEngine.pdb","신규","118","40448","66d79a0a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\Piece.cs","신규","131","2723","75ec7407","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\PieceFactory.cs","신규","105","2378","19fa7423","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\Properties\AssemblyInfo.cs","신규","37","1428","a7aca4c4","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\Tetris.GameEngine.csproj","신규","72","3110","13340e72","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.GameEngine\Tetris.GameEngine.csproj_backup","신규","58","2576","f6d922e2","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.sln","신규","41","2504","ee71529d","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.v12.suo","신규","44","77312","16090374","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\vpes.xml","신규","22380","1027694","72e34d6d","미수행","미수행","비대상","미수행","불일치"